"ProbeSet Name","HR_14.42l.CEL","p-value (HR_14.42l.CEL)","Detection (HR_14.42l.CEL)","HR_14.42f.CEL","p-value (HR_14.42f.CEL)","Detection (HR_14.42f.CEL)","HR_14.42g.CEL","p-value (HR_14.42g.CEL)","Detection (HR_14.42g.CEL)","HR_14.42h.CEL","p-value (HR_14.42h.CEL)","Detection (HR_14.42h.CEL)","HR_14.42i.CEL","p-value (HR_14.42i.CEL)","Detection (HR_14.42i.CEL)","HR_14.42j.CEL","p-value (HR_14.42j.CEL)","Detection (HR_14.42j.CEL)","HR_14.42k.CEL","p-value (HR_14.42k.CEL)","Detection (HR_14.42k.CEL)"
"dpe-miR-31a_st","3.583307","0.009766139","TRUE","3.382753","0.00490436","TRUE","2.423211","0.1442912","FALSE","3.927708","0.000538477","TRUE","2.336627","0.1384429","FALSE","1.757633","0.9570311","FALSE","2.919254","0.02908269","TRUE"
"dpe-miR-1_st","1.576163","0.4428575","FALSE","1.352077","0.6925201","FALSE","1.226933","0.9014491","FALSE","1.434423","0.6652183","FALSE","1.22319","0.9047469","FALSE","1.171858","0.9965783","FALSE","1.431145","0.757146","FALSE"
"dpe-miR-125_st","12.43537","8.72E-16","TRUE","12.89988","8.72E-16","TRUE","13.19924","8.72E-16","TRUE","12.99636","8.72E-16","TRUE","12.8878","8.72E-16","TRUE","12.50237","8.72E-16","TRUE","12.83661","8.72E-16","TRUE"
"dpe-miR-278_st","0.6607045","0.9590432","FALSE","1.020954","0.8526585","FALSE","1.014397","0.9497188","FALSE","1.134024","0.8241847","FALSE","1.645201","0.4138164","FALSE","1.06558","0.8731656","FALSE","0.871326","0.9636133","FALSE"
"dpe-miR-281-1-star_st","1.634649","0.4111802","FALSE","1.436059","0.6823664","FALSE","1.392306","0.9940196","FALSE","1.673148","0.7568406","FALSE","1.553437","0.8841093","FALSE","1.394502","0.9837108","FALSE","1.346898","0.8782271","FALSE"
"dpe-miR-281_st","1.917402","0.289086","FALSE","1.985838","0.1413538","FALSE","1.004588","0.8192379","FALSE","1.127008","0.8432194","FALSE","1.439306","0.4567614","FALSE","1.284656","0.9654626","FALSE","1.298748","0.8788746","FALSE"
"dpe-miR-2a_st","1.435647","0.6363332","FALSE","1.156901","0.9928827","FALSE","2.046157","0.1739924","FALSE","1.08311","0.9660303","FALSE","1.039779","0.8869985","FALSE","1.783022","0.2914299","FALSE","1.204575","0.7480727","FALSE"
"dpe-miR-315_st","1.476282","0.1840906","FALSE","1.284372","0.6730178","FALSE","1.190263","0.5738","FALSE","1.264749","0.4879758","FALSE","1.401632","0.6315811","FALSE","1.173211","0.4770924","FALSE","0.9809731","0.8152875","FALSE"
"dpe-miR-124_st","9.513709","8.72E-16","TRUE","7.913437","1.63E-11","TRUE","7.648178","3.00E-11","TRUE","8.223392","1.86E-13","TRUE","9.029578","5.27E-15","TRUE","9.0485","2.90E-15","TRUE","8.991891","8.72E-16","TRUE"
"dpe-miR-308_st","1.643335","0.2857452","FALSE","0.8667681","0.7495173","FALSE","1.227832","0.6641706","FALSE","1.14709","0.4072126","FALSE","1.157815","0.2148144","FALSE","0.9911114","0.7492217","FALSE","1.241643","0.2822166","FALSE"
"dpe-miR-87_st","1.325547","0.5027741","FALSE","1.434903","0.2229401","FALSE","1.313833","0.1841212","FALSE","1.1779","0.6048357","FALSE","1.321133","0.7531117","FALSE","0.9807545","0.8904337","FALSE","1.115512","0.6551581","FALSE"
"dpe-miR-279_st","2.255453","0.04106911","TRUE","1.92834","0.08885438","FALSE","2.569211","0.01260432","TRUE","1.907278","0.1276084","FALSE","1.571823","0.3162623","FALSE","1.818884","0.05296526","TRUE","1.765089","0.08878928","FALSE"
"dpe-miR-263b_st","1.475361","0.7505929","FALSE","1.304907","0.9141938","FALSE","0.9278848","0.9997879","FALSE","0.8382704","0.9995252","FALSE","1.249408","0.9628888","FALSE","1.515609","0.7394558","FALSE","1.377971","0.9666312","FALSE"
"dpe-miR-2c_st","1.050049","0.9115325","FALSE","1.854183","0.3660417","FALSE","2.364103","0.154073","FALSE","1.824696","0.4076183","FALSE","1.326502","0.3940545","FALSE","2.073119","0.5509316","FALSE","1.491824","0.5420195","FALSE"
"dpe-miR-11_st","1.224926","0.7901856","FALSE","1.640008","0.3594662","FALSE","1.126094","0.913241","FALSE","1.054068","0.6093606","FALSE","1.43402","0.8441963","FALSE","1.948528","0.352236","FALSE","1.005899","0.925645","FALSE"
"dpe-miR-2b_st","1.374231","0.3821478","FALSE","1.403623","0.7510924","FALSE","1.359924","0.6583087","FALSE","1.573884","0.1000243","FALSE","1.69132","0.3518638","FALSE","1.755487","0.4540275","FALSE","1.539756","0.4909746","FALSE"
"dpe-miR-317_st","1.408107","0.7275254","FALSE","1.330014","0.924046","FALSE","1.418731","0.9195173","FALSE","1.760456","0.2227329","FALSE","1.420741","0.6802678","FALSE","1.150346","0.9906437","FALSE","1.489418","0.6167578","FALSE"
"dpe-miR-iab-4-5p_st","1.348578","0.4847082","FALSE","1.228335","0.9743958","FALSE","1.248437","0.4832622","FALSE","1.453211","0.3605549","FALSE","1.506649","0.34788","FALSE","1.217538","0.8367153","FALSE","1.515222","0.5215893","FALSE"
"dpe-miR-iab-4-3p_st","1.791881","0.533165","FALSE","1.25108","0.5475494","FALSE","1.177387","0.9392688","FALSE","1.306396","0.7176083","FALSE","1.207511","0.8544934","FALSE","1.285397","0.6394746","FALSE","1.204575","0.6955113","FALSE"
"dpe-miR-7_st","1.724033","0.4452815","FALSE","2.004434","0.07503349","FALSE","1.443966","0.2955956","FALSE","2.156756","0.07606206","FALSE","1.116069","0.9940021","FALSE","1.270382","0.959643","FALSE","1.196845","0.8857853","FALSE"
"dpe-miR-33_st","1.352909","0.7965534","FALSE","1.106894","0.7483975","FALSE","1.152729","0.6595537","FALSE","1.460821","0.3861594","FALSE","1.482944","0.3967736","FALSE","1.055261","0.9909578","FALSE","1.361277","0.4489731","FALSE"
"dpe-miR-275_st","1.551965","0.701406","FALSE","1.140991","0.9977675","FALSE","1.628489","0.9660208","FALSE","1.116381","0.9993491","FALSE","1.029717","0.981519","FALSE","1.114528","0.9999856","FALSE","1.25705","0.9994007","FALSE"
"dpe-miR-9b_st","1.5625","0.3598339","FALSE","1.054226","0.8420583","FALSE","1.272053","0.6670569","FALSE","1.524992","0.5951902","FALSE","1.021347","0.937189","FALSE","0.9605848","0.9507965","FALSE","1.125081","0.8668278","FALSE"
"dpe-miR-9c_st","1.514263","0.8070338","FALSE","1.328637","0.7341905","FALSE","0.9576191","0.9794288","FALSE","1.026293","0.9853148","FALSE","1.417851","0.5208712","FALSE","0.9388621","0.9983546","FALSE","1.495695","0.2659693","FALSE"
"dpe-miR-79_st","1.732171","0.05047078","TRUE","2.157561","0.005784637","TRUE","1.31727","0.1991253","FALSE","2.113967","0.002971489","TRUE","1.407478","0.4290526","FALSE","1.467515","0.04126446","TRUE","1.61856","0.1442573","FALSE"
"dpe-miR-289_st","8.177638","8.72E-16","TRUE","9.529855","8.72E-16","TRUE","9.375589","8.72E-16","TRUE","9.274324","8.72E-16","TRUE","10.71056","8.72E-16","TRUE","9.684175","8.72E-16","TRUE","9.679462","8.72E-16","TRUE"
"dpe-miR-318_st","1.123818","0.9627843","FALSE","1.348891","0.5926639","FALSE","1.088166","0.9607882","FALSE","1.172296","0.9291255","FALSE","0.9887519","0.9949327","FALSE","1.08835","0.9361351","FALSE","0.90047","0.9257002","FALSE"
"dpe-miR-276b_st","1.19593","0.8204006","FALSE","1.070231","0.9244031","FALSE","1.392306","0.2941399","FALSE","1.318315","0.4723013","FALSE","1.523915","0.4834002","FALSE","1.774898","0.01531212","TRUE","1.175028","0.6444296","FALSE"
"dpe-miR-4_st","1.346491","0.05030362","TRUE","1.330014","0.1571359","FALSE","1.234884","0.1053268","FALSE","1.303981","0.1489985","FALSE","1.279503","0.1837785","FALSE","1.120187","0.07641044","FALSE","1.41821","0.05398925","TRUE"
"dpe-miR-31b_st","1.391151","0.5328207","FALSE","1.458591","0.227403","FALSE","1.316252","0.6784756","FALSE","1.773127","0.09487149","FALSE","1.682136","0.3850428","FALSE","1.214388","0.8956661","FALSE","1.748028","0.04229812","TRUE"
"dpe-miR-288_st","1.433208","0.5469682","FALSE","1.168827","0.8683095","FALSE","1.627831","0.3631307","FALSE","1.395883","0.6101695","FALSE","1.50423","0.6851175","FALSE","1.328088","0.4892728","FALSE","1.461766","0.4199676","FALSE"
"dpe-miR-10_st","2.871062","0.0122432","TRUE","2.268878","0.01293204","TRUE","3.559967","2.74E-05","TRUE","2.413093","0.003370896","TRUE","2.508002","0.01058699","TRUE","1.328662","0.3158057","FALSE","1.70339","0.06150788","FALSE"
"dpe-miR-281-2-star_st","1.196395","0.9432378","FALSE","1.159196","0.8777733","FALSE","1.463617","0.8171982","FALSE","1.178283","0.9299709","FALSE","1.575826","0.4957573","FALSE","1.273754","0.9888721","FALSE","1.047528","0.9940808","FALSE"
"dpe-miR-305_st","1.412351","0.6332725","FALSE","1.21433","0.8581471","FALSE","1.420992","0.6254445","FALSE","1.344325","0.7718172","FALSE","1.721983","0.1673414","FALSE","1.213975","0.7734271","FALSE","1.184685","0.7933115","FALSE"
"dpe-miR-92b_st","7.262346","2.62E-13","TRUE","7.326116","1.07E-10","TRUE","7.345771","1.28E-10","TRUE","7.195084","1.01E-11","TRUE","5.944618","2.10E-05","TRUE","7.194112","1.50E-09","TRUE","6.955403","6.57E-12","TRUE"
"dpe-miR-287_st","1.125451","0.9644181","FALSE","1.115779","0.890077","FALSE","1.174342","0.8681788","FALSE","0.9433905","0.9238763","FALSE","1.287402","0.833563","FALSE","1.123647","0.8735123","FALSE","1.176146","0.8598114","FALSE"
"dpe-miR-274_st","1.835924","0.1793072","FALSE","1.713294","0.2682364","FALSE","1.635263","0.4339338","FALSE","1.77712","0.09868546","FALSE","1.660602","0.1704761","FALSE","1.238304","0.8326576","FALSE","1.193139","0.2556689","FALSE"
"dpe-miR-306_st","1.194409","0.8474824","FALSE","1.221531","0.5504967","FALSE","1.055253","0.7024649","FALSE","1.176744","0.6277435","FALSE","1.483155","0.3501591","FALSE","1.204013","0.3244174","FALSE","1.087769","0.5128712","FALSE"
"dpe-miR-309_st","1.30473","0.01326145","TRUE","0.7976453","0.7634393","FALSE","1.197591","0.8660867","FALSE","0.9907477","0.7621207","FALSE","1.079708","0.706387","FALSE","0.7812736","0.9593109","FALSE","1.079375","0.5676715","FALSE"
"dpe-miR-263a_st","1.986863","0.2270533","FALSE","1.28245","0.9151468","FALSE","1.146853","0.9600817","FALSE","1.327683","0.4710864","FALSE","1.297611","0.9491332","FALSE","1.099489","0.9923037","FALSE","1.740179","0.4350784","FALSE"
"dpe-miR-12_st","1.704374","0.2292753","FALSE","1.483209","0.2882788","FALSE","1.726007","0.1138839","FALSE","1.268938","0.3465474","FALSE","1.370943","0.6047348","FALSE","1.312231","0.6658626","FALSE","1.213762","0.4769937","FALSE"
"dpe-miR-92a_st","10.9518","8.72E-16","TRUE","10.65631","8.72E-16","TRUE","10.76574","8.72E-16","TRUE","10.44231","8.72E-16","TRUE","10.40574","8.72E-16","TRUE","10.63051","8.72E-16","TRUE","10.47195","8.72E-16","TRUE"
"dpe-miR-316_st","1.023097","0.2728152","FALSE","1.143146","0.590845","FALSE","1.206853","0.1789924","FALSE","1.297859","0.3208556","FALSE","1.02654","0.7993095","FALSE","2.737992","0.008868919","TRUE","1.301918","0.2606548","FALSE"
"dse-miR-6_st","1.331994","0.7104605","FALSE","1.776039","0.1228511","FALSE","1.471753","0.4542167","FALSE","1.264749","0.6642861","FALSE","1.597778","0.2970299","FALSE","1.519283","0.4131834","FALSE","1.567558","0.1141789","FALSE"
"dse-miR-12_st","1.658551","0.4321391","FALSE","1.301383","0.5801958","FALSE","1.345706","0.6410642","FALSE","1.520008","0.4649771","FALSE","1.351252","0.8854606","FALSE","0.973534","0.8450079","FALSE","1.29398","0.7189958","FALSE"
"dse-miR-280_st","1.083844","0.8641545","FALSE","1.242916","0.4515889","FALSE","1.163099","0.2618266","FALSE","1.087454","0.6377663","FALSE","1.357828","0.3453006","FALSE","1.191013","0.1338072","FALSE","1.314601","0.03455897","TRUE"
"dse-miR-263a_st","1.379114","0.5010103","FALSE","1.095335","0.3774527","FALSE","1.420318","0.8192692","FALSE","1.893753","0.08195509","FALSE","1.338625","0.7465838","FALSE","1.516465","0.8659657","FALSE","1.450572","0.2934982","FALSE"
"dse-miR-79_st","1.475541","0.03527033","TRUE","1.761905","0.07746875","FALSE","1.815074","0.1237696","FALSE","1.19632","0.2815886","FALSE","1.540479","0.1937275","FALSE","0.8728986","0.05782916","TRUE","1.752035","0.005801548","TRUE"
"dse-miR-287_st","1.05723","0.831301","FALSE","1.044366","0.6658415","FALSE","1.082564","0.7281608","FALSE","1.489252","0.2464876","FALSE","1.16531","0.8084927","FALSE","1.125887","0.721472","FALSE","1.068702","0.2892725","FALSE"
"dse-miR-7_st","1.157541","0.7641816","FALSE","1.666222","0.17789","FALSE","1.553493","0.1973458","FALSE","1.548217","0.2612174","FALSE","1.300393","0.8336201","FALSE","1.262381","0.8706719","FALSE","2.090033","0.02632114","TRUE"
"dse-miR-8_st","1.390054","0.6766926","FALSE","1.249084","0.6346464","FALSE","0.97808","0.8404344","FALSE","1.384768","0.5670685","FALSE","2.583179","0.03589125","TRUE","0.9761549","0.9616543","FALSE","1.210639","0.7318178","FALSE"
"dse-miR-87_st","1.968885","0.07953853","FALSE","1.398627","0.04942463","TRUE","1.52898","0.07100579","FALSE","1.003666","0.1668486","FALSE","1.230071","0.2239262","FALSE","1.137764","0.6444577","FALSE","0.9686757","0.3121054","FALSE"
"dse-miR-92b_st","7.385432","4.45E-14","TRUE","7.500594","6.13E-11","TRUE","7.518679","5.81E-11","TRUE","7.165697","1.63E-11","TRUE","6.845481","1.96E-07","TRUE","7.23913","2.05E-09","TRUE","7.058602","2.06E-11","TRUE"
"dse-bantam_st","1.445998","0.3824068","FALSE","1.326511","0.8182522","FALSE","1.234884","0.7420073","FALSE","1.396557","0.2734472","FALSE","1.682136","0.3893751","FALSE","0.9605848","0.8431008","FALSE","1.165216","0.5973485","FALSE"
"dse-miR-210_st","7.695266","8.72E-16","TRUE","7.40771","8.72E-16","TRUE","7.14063","8.72E-16","TRUE","7.243421","8.72E-16","TRUE","8.565392","8.72E-16","TRUE","8.111413","8.72E-16","TRUE","7.734933","8.72E-16","TRUE"
"dse-miR-2c_st","1.151819","0.8847714","FALSE","2.040465","0.06580065","FALSE","3.524157","0.01509065","TRUE","1.960247","0.1524193","FALSE","1.900409","0.4146248","FALSE","1.462698","0.7041767","FALSE","1.911883","0.1449149","FALSE"
"dse-miR-276b_st","0.9013916","0.9049147","FALSE","1.139062","0.8602115","FALSE","1.172835","0.895336","FALSE","1.887849","0.227587","FALSE","1.4446","0.766201","FALSE","1.497969","0.1494173","FALSE","1.236699","0.90251","FALSE"
"dse-miR-310_st","1.925398","0.1269798","FALSE","2.882927","0.005395568","TRUE","2.951927","0.009646379","TRUE","2.519894","0.004509301","TRUE","2.865076","0.008757325","TRUE","4.677396","1.75E-06","TRUE","2.756578","0.000534688","TRUE"
"dse-miR-2b_st","1.252801","0.7280073","FALSE","1.981881","0.09947268","FALSE","1.549275","0.2832038","FALSE","1.920095","0.09116115","FALSE","1.43513","0.3656155","FALSE","1.988212","0.3666185","FALSE","2.008511","0.09582256","FALSE"
"dse-miR-278_st","1.158697","0.8239249","FALSE","1.22215","0.9768041","FALSE","1.03342","0.999136","FALSE","1.108827","0.964286","FALSE","1.227074","0.9622756","FALSE","1.238474","0.9959193","FALSE","1.046296","0.9369773","FALSE"
"dse-miR-281-2-star_st","1.894866","0.1942923","FALSE","1.397071","0.5305777","FALSE","1.516191","0.6923187","FALSE","1.407209","0.5973109","FALSE","2.205668","0.04974263","TRUE","1.681904","0.4517972","FALSE","1.155716","0.8773696","FALSE"
"dse-miR-281_st","1.342022","0.8135527","FALSE","1.131511","0.8729701","FALSE","1.234884","0.8456482","FALSE","1.569787","0.5121779","FALSE","1.369207","0.9288402","FALSE","1.090529","0.9222905","FALSE","0.8559438","0.9419055","FALSE"
"dse-miR-10_st","1.846243","0.1708087","FALSE","3.060632","0.001219791","TRUE","3.820745","9.21E-07","TRUE","2.983056","0.001185467","TRUE","3.181405","0.01509881","TRUE","1.311898","0.9298148","FALSE","1.723944","0.0298496","TRUE"
"dse-miR-92a_st","10.85957","8.72E-16","TRUE","10.72135","8.72E-16","TRUE","10.77664","8.72E-16","TRUE","10.48372","8.72E-16","TRUE","10.12488","8.72E-16","TRUE","10.58863","8.72E-16","TRUE","10.51443","8.72E-16","TRUE"
"dse-miR-13a_st","1.264041","0.5971035","FALSE","1.049253","0.6155949","FALSE","0.9582502","0.4406704","FALSE","1.046073","0.2775841","FALSE","1.475119","0.2177699","FALSE","1.32449","0.3130487","FALSE","1.610182","0.0435429","TRUE"
"dse-miR-34_st","3.089859","0.008665344","TRUE","2.095808","0.2452897","FALSE","2.120785","0.534471","FALSE","2.792441","0.01531946","TRUE","1.645321","0.7898022","FALSE","1.434377","0.9792166","FALSE","2.070371","0.1141954","FALSE"
"dse-miR-11_st","1.143142","0.94828","FALSE","1.112363","0.8178204","FALSE","1.260466","0.5520526","FALSE","1.573129","0.5339378","FALSE","1.263683","0.9333491","FALSE","1.925603","0.09505865","FALSE","1.402542","0.5948848","FALSE"
"dse-miR-317_st","1.643732","0.7718206","FALSE","1.060861","0.8853699","FALSE","1.427609","0.9472449","FALSE","1.370472","0.9445449","FALSE","1.357828","0.8579453","FALSE","1.339074","0.9997789","FALSE","1.218845","0.9217349","FALSE"
"dse-miR-305_st","1.445074","0.03392232","TRUE","1.404211","0.09670004","FALSE","1.321711","0.1516525","FALSE","1.09819","0.3520806","FALSE","1.321704","0.1770329","FALSE","1.581664","0.1051795","FALSE","1.561953","0.1091903","FALSE"
"dse-miR-276a_st","1.472487","0.3541463","FALSE","1.372899","0.4249964","FALSE","1.997796","0.07372585","FALSE","1.569787","0.2667823","FALSE","1.683863","0.4684202","FALSE","3.479169","8.95E-05","TRUE","1.654394","0.1030896","FALSE"
"dse-miR-282_st","1.13776","0.8767242","FALSE","1.302296","0.7026603","FALSE","1.098746","0.992238","FALSE","0.9591482","0.9933107","FALSE","1.357828","0.8269331","FALSE","2.053028","0.390901","FALSE","1.288924","0.889997","FALSE"
"dse-miR-308_st","1.21567","0.919945","FALSE","0.9010224","0.9057732","FALSE","1.088921","0.8829818","FALSE","1.197259","0.8319705","FALSE","1.147247","0.9196593","FALSE","1.11749","0.7883895","FALSE","1.129553","0.7969132","FALSE"
"dse-miR-277_st","1.511555","0.3764699","FALSE","2.026406","0.04683731","TRUE","2.190272","0.02413371","TRUE","1.709536","0.1216976","FALSE","2.039114","0.4157594","FALSE","1.829901","0.1196756","FALSE","1.405308","0.4663438","FALSE"
"dse-miR-314_st","1.201531","0.6998351","FALSE","1.551685","0.4269608","FALSE","1.37529","0.3690741","FALSE","1.328842","0.1813386","FALSE","1.0694","0.8101827","FALSE","1.342894","0.5830349","FALSE","1.305281","0.7790846","FALSE"
"dse-miR-100_st","4.379179","3.53E-05","TRUE","5.600788","9.74E-14","TRUE","5.638188","3.55E-12","TRUE","5.674506","6.66E-13","TRUE","4.611784","1.61E-05","TRUE","2.572426","0.01608395","TRUE","5.142465","2.30E-09","TRUE"
"dse-miR-286_st","0.9655055","0.9986231","FALSE","1.152978","0.9888042","FALSE","2.139002","0.2131562","FALSE","1.186379","0.7232592","FALSE","1.52162","0.5085237","FALSE","2.821242","0.1276315","FALSE","1.204575","0.5656953","FALSE"
"dse-miR-284_st","1.236276","0.4140221","FALSE","0.9774773","0.8854015","FALSE","1.234884","0.787974","FALSE","1.176744","0.6344238","FALSE","1.230071","0.4154289","FALSE","1.60952","0.7473782","FALSE","1.282695","0.3130838","FALSE"
"dse-miR-311_st","3.452505","0.000918929","TRUE","2.851942","0.00084894","TRUE","3.206364","0.005044403","TRUE","2.585979","0.00043199","TRUE","1.582367","0.1529041","FALSE","4.218013","1.21E-05","TRUE","5.122619","7.54E-09","TRUE"
"dse-miR-9a_st","1.501357","0.5420347","FALSE","1.656943","0.1904133","FALSE","1.31727","0.3398632","FALSE","1.114017","0.6882464","FALSE","1.444863","0.2131206","FALSE","1.054051","0.7458861","FALSE","1.298394","0.7286326","FALSE"
"dse-miR-304_st","1.306634","0.5089899","FALSE","1.477095","0.3328315","FALSE","1.135555","0.5874476","FALSE","1.073072","0.47755","FALSE","1.156171","0.4965889","FALSE","0.7876382","0.8732625","FALSE","1.158448","0.3345426","FALSE"
"dse-miR-33_st","1.166519","0.9757521","FALSE","1.211067","0.9370486","FALSE","1.185752","0.9961293","FALSE","1.08789","0.5979383","FALSE","1.368859","0.9305311","FALSE","0.9090902","0.9980909","FALSE","1.310943","0.8002999","FALSE"
"dse-miR-281-1-star_st","0.9799476","0.9638519","FALSE","1.243657","0.7766544","FALSE","1.408099","0.9223641","FALSE","1.050509","0.88146","FALSE","1.15309","0.6651903","FALSE","1.722471","0.8974663","FALSE","1.31407","0.7428599","FALSE"
"dse-miR-309_st","1.407635","0.5989078","FALSE","1.288969","0.641446","FALSE","1.20044","0.8793987","FALSE","1.160309","0.9461764","FALSE","1.063828","0.9803662","FALSE","1.131268","0.9677555","FALSE","1.132505","0.7038754","FALSE"
"dse-miR-306_st","1.050049","0.9502053","FALSE","1.135572","0.685149","FALSE","1.163099","0.8486485","FALSE","1.660993","0.2822169","FALSE","1.215976","0.8776602","FALSE","1.054385","0.8925529","FALSE","1.207874","0.6193345","FALSE"
"dse-miR-306-star_st","5.61274","1.28E-05","TRUE","5.396758","2.76E-05","TRUE","5.473275","5.32E-05","TRUE","5.779972","6.26E-05","TRUE","4.551695","0.02918392","TRUE","7.110183","1.03E-07","TRUE","6.266945","1.00E-06","TRUE"
"dse-miR-288_st","1.535269","0.5552764","FALSE","1.07413","0.9542994","FALSE","1.057287","0.9672452","FALSE","1.204937","0.8321697","FALSE","1.147876","0.9111668","FALSE","0.9774566","0.993119","FALSE","1.185575","0.5839788","FALSE"
"dse-miR-289_st","8.295515","8.72E-16","TRUE","9.424785","8.72E-16","TRUE","9.302899","8.72E-16","TRUE","9.202568","8.72E-16","TRUE","10.68318","8.72E-16","TRUE","9.519096","8.72E-16","TRUE","9.516061","8.72E-16","TRUE"
"dse-miR-279_st","1.402436","0.4335259","FALSE","1.436649","0.1624606","FALSE","1.403546","0.261386","FALSE","1.788107","0.1327375","FALSE","1.369069","0.6887673","FALSE","1.294693","0.09701139","FALSE","1.223565","0.7339992","FALSE"
"dse-miR-285_st","1.449501","0.4853117","FALSE","1.168702","0.5457551","FALSE","1.475067","0.3354562","FALSE","1.819978","0.04206869","TRUE","1.448586","0.1671424","FALSE","1.54125","0.5509859","FALSE","1.240685","0.5770911","FALSE"
"dse-miR-312_st","1.328394","0.7453316","FALSE","1.436059","0.7425299","FALSE","1.547829","0.5974433","FALSE","1.494021","0.6608339","FALSE","1.276377","0.8947968","FALSE","1.595891","0.9357837","FALSE","1.473956","0.8534119","FALSE"
"dse-miR-307_st","0.9689896","0.8576518","FALSE","1.117671","0.2277859","FALSE","1.02993","0.894579","FALSE","1.338054","0.6721118","FALSE","1.303376","0.3285396","FALSE","1.409465","0.300282","FALSE","1.277879","0.5287753","FALSE"
"dse-miR-9c_st","1.170425","0.9719572","FALSE","1.241642","0.7112418","FALSE","1.088921","0.8118401","FALSE","1.277077","0.8954721","FALSE","1.065118","0.9917834","FALSE","1.024584","0.9933351","FALSE","1.079642","0.9609904","FALSE"
"dse-miR-14_st","1.803447","0.4394138","FALSE","2.026406","0.346631","FALSE","1.392658","0.7795598","FALSE","1.810282","0.2776918","FALSE","2.167827","0.2075144","FALSE","3.966277","2.45E-06","TRUE","1.773805","0.1843594","FALSE"
"dse-miR-1_st","1.359068","0.5085365","FALSE","1.071616","0.8568836","FALSE","1.093656","0.7353351","FALSE","1.766245","0.2649962","FALSE","2.102165","0.1679691","FALSE","1.16723","0.7919434","FALSE","1.298748","0.4267212","FALSE"
"dse-miR-315_st","1.340354","0.3493942","FALSE","1.228335","0.8892647","FALSE","1.088921","0.9659582","FALSE","1.116354","0.7381452","FALSE","1.007013","0.8830893","FALSE","1.091413","0.9969218","FALSE","1.204575","0.5381729","FALSE"
"dse-miR-13b_st","1.342022","0.9457991","FALSE","1.350184","0.7340222","FALSE","2.018331","0.5242661","FALSE","1.259785","0.9380513","FALSE","1.35192","0.4912513","FALSE","1.339386","0.9920138","FALSE","1.623517","0.3930367","FALSE"
"dse-miR-318_st","1.391532","0.8276936","FALSE","1.514445","0.7245557","FALSE","1.125374","0.9908592","FALSE","1.227025","0.7973208","FALSE","1.125653","0.9889169","FALSE","1.004839","0.9964383","FALSE","0.9918764","0.98852","FALSE"
"dse-miR-316_st","1.27432","0.50221","FALSE","1.131511","0.9911522","FALSE","1.15155","0.9759181","FALSE","1.08789","0.9889155","FALSE","1.309129","0.7943914","FALSE","2.246588","0.0933599","FALSE","1.253228","0.8668774","FALSE"
"dse-miR-2a_st","1.1394","0.9955287","FALSE","1.162835","0.8867008","FALSE","1.393158","0.5312455","FALSE","1.531273","0.564413","FALSE","1.422977","0.1727835","FALSE","2.003463","0.3331983","FALSE","1.374636","0.430491","FALSE"
"dse-miR-275_st","1.077734","0.9962972","FALSE","1.247418","0.9844168","FALSE","1.244571","0.9992028","FALSE","1.003665","0.9997682","FALSE","1.385341","0.9715422","FALSE","1.350202","0.999792","FALSE","1.320482","0.9990959","FALSE"
"dse-miR-184-star_st","2.670846","0.127633","FALSE","1.835468","0.3188084","FALSE","2.014846","0.1787822","FALSE","2.361394","0.05490451","TRUE","1.512603","0.6445433","FALSE","5.178225","1.73E-06","TRUE","2.844682","0.00625643","TRUE"
"dse-miR-184_st","11.70669","8.72E-16","TRUE","10.74723","8.72E-16","TRUE","10.76493","8.72E-16","TRUE","10.59507","8.72E-16","TRUE","11.44033","8.72E-16","TRUE","11.28379","8.72E-16","TRUE","10.76238","8.72E-16","TRUE"
"dse-miR-31b_st","1.868337","0.08957148","FALSE","1.893166","0.07652922","FALSE","1.179142","0.5240575","FALSE","1.429495","0.1012351","FALSE","1.23311","0.4077291","FALSE","1.278111","0.8625086","FALSE","1.298748","0.3014364","FALSE"
"dse-miR-219_st","1.493819","0.5150334","FALSE","1.044366","0.9165194","FALSE","1.564921","0.334125","FALSE","1.181058","0.6891733","FALSE","1.072246","0.4452937","FALSE","1.207725","0.5744908","FALSE","1.220156","0.5353121","FALSE"
"dse-miR-31a_st","2.795201","0.01778486","TRUE","3.232524","0.01326616","TRUE","1.889431","0.5183691","FALSE","2.143878","0.1840295","FALSE","2.538007","0.1984891","FALSE","2.190729","0.6962149","FALSE","2.642991","0.02552501","TRUE"
"dse-miR-125_st","12.49284","8.72E-16","TRUE","12.93871","8.72E-16","TRUE","13.23034","8.72E-16","TRUE","12.93373","8.72E-16","TRUE","12.62169","8.72E-16","TRUE","12.4593","8.72E-16","TRUE","12.79681","8.72E-16","TRUE"
"dse-miR-9b_st","1.348235","0.4501756","FALSE","1.387669","0.419434","FALSE","1.323461","0.8656432","FALSE","1.2344","0.7215341","FALSE","1.02058","0.9992762","FALSE","1.01824","0.9971904","FALSE","1.036963","0.9565083","FALSE"
"dse-miR-274_st","1.342022","0.5858579","FALSE","1.440962","0.3925565","FALSE","2.041721","0.1083152","FALSE","1.264749","0.5822991","FALSE","1.340999","0.6259782","FALSE","1.433038","0.8167004","FALSE","1.073488","0.7931715","FALSE"
